#node1	node2	combined_score
spoIIM	spoIVFA	0.718
spoIIM	spoIIP	0.657
spoIIP	yaaC	0.571
spoIIP	spoVT	0.487
spoIIP	yabP	0.758
spoIIP	yabQ	0.7
spoIIP	yabS	0.47
spoIIP	yabT	0.411
spoIIP	ydcC	0.728
spoIIP	ylaJ	0.537
spoIIP	ylbD	0.531
spoIIP	ylbJ	0.731
spoIIP	ylmC	0.646
spoIIP	ymxH	0.555
spoIIP	spoVFA	0.527
spoIIP	tepA	0.5
spoIIP	yndD	0.477
spoIIP	spoIVA	0.75
spoIIP	ypeB	0.666
spoIIP	spoVAF	0.655
spoIIP	spoVAEB	0.537
spoIIP	spoVAD	0.613
spoIIP	spoVAC	0.603
spoIIP	spoVAB	0.545
spoIIP	spoVAA	0.524
spoIIP	spoIVB	0.77
spoIIP	yqhR	0.642
spoIIP	yqgE	0.643
spoIIP	yqfX	0.693
spoIIP	yqfQ	0.523
spoIIP	yqfD	0.754
spoIIP	yqfC	0.498
spoIIP	ysxE	0.472
spoIIP	ytfI	0.498
spoIIP	ytrI	0.554
spoIIP	ytaF	0.566
spoIIP	yutH	0.584
spoIIP	ytrH	0.602
spoIIP	yrzR	0.617
spoIIP	ytfJ	0.695
spoIIP	yrzE	0.715
spoIIP	spoVID	0.766
spoIIP	spoIVFA	0.702
spoIIP	spoIIR	0.723
spoIIP	spoIIQ	0.618
spoIIQ	ydcC	0.71
spoIIQ	ylaK	0.502
spoIIQ	ylbD	0.4
spoIIQ	spoIVA	0.725
spoIIQ	yqfX	0.525
spoIIQ	spoIVFA	0.485
spoIIQ	spoVID	0.789
spoIIQ	ytfJ	0.502
spoIIQ	ytfI	0.43
spoIIR	spoVT	0.773
spoIIR	yabP	0.769
spoIIR	yabS	0.427
spoIIR	yfkR	0.435
spoIIR	yfkQ	0.771
spoIIR	ylbJ	0.772
spoIIR	ylmC	0.802
spoIIR	ymxH	0.71
spoIIR	spoVFA	0.457
spoIIR	spoVFB	0.428
spoIIR	tepA	0.767
spoIIR	yndD	0.764
spoIIR	spoIVA	0.772
spoIIR	ypeB	0.583
spoIIR	spoVAF	0.697
spoIIR	spoVAEB	0.753
spoIIR	spoVAD	0.761
spoIIR	spoVAC	0.764
spoIIR	spoIVB	0.775
spoIIR	yqfD	0.781
spoIIR	yqfC	0.674
spoIIR	ytaF	0.421
spoIIR	ytfJ	0.755
spoIIR	ytlA	0.475
spoIIR	yyaC	0.659
spoIVA	spoVT	0.779
spoIVA	yabP	0.774
spoIVA	yfkR	0.534
spoIVA	yfkQ	0.773
spoIVA	ylaK	0.529
spoIVA	ylbJ	0.749
spoIVA	ylmC	0.778
spoIVA	ymxH	0.516
spoIVA	spoVFA	0.587
spoIVA	spoVFB	0.711
spoIVA	tepA	0.683
spoIVA	yndD	0.761
spoIVA	ypeB	0.426
spoIVA	ytaF	0.424
spoIVA	usd	0.501
spoIVA	yqfC	0.446
spoIVA	ytfJ	0.764
spoIVA	spoVAF	0.773
spoIVA	spoVAEB	0.775
spoIVA	yqfD	0.77
spoIVA	spoIVB	0.779
spoIVA	spoVAD	0.778
spoIVA	spoVAC	0.781
spoIVA	spoVID	0.641
spoIVB	spoVT	0.774
spoIVB	yabP	0.773
spoIVB	yabS	0.486
spoIVB	yfkT	0.557
spoIVB	yfkR	0.648
spoIVB	yfkQ	0.774
spoIVB	yhbB	0.5
spoIVB	ylbD	0.592
spoIVB	ylbJ	0.767
spoIVB	ylmC	0.77
spoIVB	ymxH	0.673
spoIVB	spoVFA	0.662
spoIVB	spoVFB	0.703
spoIVB	tepA	0.828
spoIVB	ymfJ	0.516
spoIVB	yndD	0.776
spoIVB	ypeB	0.741
spoIVB	spoVAF	0.78
spoIVB	spoVAEB	0.789
spoIVB	spoVAD	0.805
spoIVB	spoVAC	0.808
spoIVB	ytlA	0.416
spoIVB	ytxC	0.46
spoIVB	spoVID	0.406
spoIVB	yyaC	0.527
spoIVB	ytaF	0.67
spoIVB	yqfC	0.723
spoIVB	yqfD	0.771
spoIVB	ytfJ	0.872
spoIVB	spoIVFA	0.678
spoIVFA	yaaC	0.631
spoIVFA	yabQ	0.772
spoIVFA	yabS	0.87
spoIVFA	yabT	0.827
spoIVFA	ydcC	0.783
spoIVFA	yhbB	0.63
spoIVFA	yheD	0.462
spoIVFA	spoVIF	0.676
spoIVFA	ylaJ	0.638
spoIVFA	ylaK	0.576
spoIVFA	ylbD	0.721
spoIVFA	ylbJ	0.486
spoIVFA	spoVFA	0.46
spoIVFA	yppC	0.584
spoIVFA	ypeB	0.706
spoIVFA	spoVAB	0.442
spoIVFA	spoVAA	0.496
spoIVFA	yqhR	0.774
spoIVFA	yqzD	0.482
spoIVFA	yqgE	0.755
spoIVFA	yqfX	0.766
spoIVFA	yqfQ	0.702
spoIVFA	yqfD	0.607
spoIVFA	yqfC	0.423
spoIVFA	yrzR	0.665
spoIVFA	yrzE	0.879
spoIVFA	ytxC	0.468
spoIVFA	ytfI	0.533
spoIVFA	yugN	0.646
spoIVFA	ytaF	0.668
spoIVFA	ytrH	0.703
spoIVFA	yutH	0.754
spoIVFA	ytrI	0.783
spoIVFA	ysxE	0.787
spoIVFA	spoVID	0.787
spoVAA	yabQ	0.585
spoVAA	yabS	0.616
spoVAA	yabT	0.504
spoVAA	yhcN	0.455
spoVAA	ylaJ	0.682
spoVAA	yppC	0.556
spoVAA	ypeB	0.575
spoVAA	spoVAF	0.806
spoVAA	spoVAEA	0.804
spoVAA	spoVAEB	0.808
spoVAA	spoVAD	0.864
spoVAA	spoVAC	0.847
spoVAA	spoVAB	0.966
spoVAA	ytrH	0.435
spoVAA	yqfX	0.455
spoVAA	spoVID	0.525
spoVAA	yugN	0.53
spoVAA	yqgE	0.663
spoVAB	yabQ	0.585
spoVAB	yabS	0.594
spoVAB	yabT	0.517
spoVAB	ydcC	0.422
spoVAB	ydfR	0.502
spoVAB	yhcN	0.577
spoVAB	ylaJ	0.694
spoVAB	yppC	0.493
spoVAB	ypeB	0.694
spoVAB	spoVAF	0.85
spoVAB	spoVAEA	0.901
spoVAB	spoVAEB	0.899
spoVAB	spoVAD	0.946
spoVAB	spoVAC	0.947
spoVAB	yugN	0.407
spoVAB	yqhR	0.417
spoVAB	ytrH	0.495
spoVAB	ythA	0.559
spoVAB	spoVID	0.48
spoVAB	yqfX	0.655
spoVAB	yqgE	0.687
spoVAC	spoVT	0.774
spoVAC	yabP	0.773
spoVAC	ydfR	0.559
spoVAC	yfkR	0.471
spoVAC	yfkQ	0.779
spoVAC	ylbJ	0.683
spoVAC	ylmC	0.807
spoVAC	ymxH	0.565
spoVAC	spoVFB	0.606
spoVAC	tepA	0.62
spoVAC	yndD	0.796
spoVAC	ypeB	0.528
spoVAC	spoVAF	0.963
spoVAC	spoVAEA	0.928
spoVAC	spoVAEB	0.914
spoVAC	spoVAD	0.987
spoVAC	yyaC	0.43
spoVAC	ythA	0.502
spoVAC	ytfJ	0.548
spoVAC	yqfD	0.662
spoVAD	spoVT	0.774
spoVAD	yabP	0.773
spoVAD	ydfR	0.649
spoVAD	yfkR	0.515
spoVAD	yfkQ	0.777
spoVAD	ylbJ	0.669
spoVAD	ylmC	0.771
spoVAD	spoVFB	0.568
spoVAD	tepA	0.679
spoVAD	yndD	0.785
spoVAD	ypeB	0.527
spoVAD	spoVAF	0.967
spoVAD	spoVAEA	0.937
spoVAD	spoVAEB	0.97
spoVAD	ytlA	0.402
spoVAD	ytaF	0.413
spoVAD	ytfJ	0.464
spoVAD	yyaC	0.439
spoVAD	ythA	0.523
spoVAD	yqfD	0.641
spoVAEA	ypeB	0.471
spoVAEA	spoVAF	0.918
spoVAEA	yqfC	0.443
spoVAEA	ytrH	0.551
spoVAEA	ytfI	0.635
spoVAEA	spoVAEB	0.81
spoVAEB	spoVT	0.78
spoVAEB	yabP	0.774
spoVAEB	ydfR	0.449
spoVAEB	yfkR	0.523
spoVAEB	yfkQ	0.774
spoVAEB	ylbJ	0.647
spoVAEB	ylmC	0.757
spoVAEB	spoVFB	0.613
spoVAEB	tepA	0.576
spoVAEB	yndD	0.768
spoVAEB	spoVAF	0.954
spoVAEB	ytfJ	0.471
spoVAEB	yqfD	0.616
spoVAF	spoVT	0.765
spoVAF	yabP	0.772
spoVAF	ydcC	0.599
spoVAF	yfkT	0.526
spoVAF	yfkR	0.605
spoVAF	ylbJ	0.666
spoVAF	ylmC	0.734
spoVAF	ymxH	0.451
spoVAF	spoVFA	0.576
spoVAF	spoVFB	0.691
spoVAF	ypeB	0.426
spoVAF	yqfC	0.593
spoVAF	ytaF	0.619
spoVAF	yqfD	0.695
spoVFA	spoVT	0.435
spoVFA	yabP	0.579
spoVFA	yitA	0.684
spoVFA	spoVIF	0.787
spoVFA	ylbD	0.693
spoVFA	ylbJ	0.568
spoVFA	ylmC	0.554
spoVFA	ymxH	0.621
spoVFA	ytrI	0.4
spoVFA	yqhR	0.423
spoVFA	tepA	0.435
spoVFA	yqfX	0.447
spoVFA	ymfJ	0.496
spoVFA	ytfJ	0.553
spoVFA	spsE	0.608
spoVFA	yqfD	0.597
spoVFA	ytlA	0.638
spoVFA	spoVID	0.613
spoVFA	yrzR	0.707
spoVFA	spsB	0.707
spoVFA	ytaF	0.723
spoVFA	ytcA	0.732
spoVFA	yqfQ	0.782
spoVFA	spoVFB	0.998
spoVFB	spoVT	0.682
spoVFB	yabP	0.648
spoVFB	yfkQ	0.653
spoVFB	yitA	0.715
spoVFB	spoVIF	0.706
spoVFB	ylbD	0.543
spoVFB	ylbE	0.505
spoVFB	ylmC	0.467
spoVFB	ymxH	0.54
spoVFB	ytaF	0.424
spoVFB	tepA	0.428
spoVFB	ymfJ	0.464
spoVFB	ywrJ	0.501
spoVFB	yqfD	0.485
spoVFB	yndD	0.514
spoVFB	ytlA	0.591
spoVFB	spsB	0.619
spoVFB	yqfQ	0.671
spoVFB	spsE	0.688
spoVFB	ytcA	0.718
spoVID	yaaC	0.712
spoVID	yabQ	0.772
spoVID	yabS	0.874
spoVID	yabT	0.774
spoVID	ydcC	0.754
spoVID	yhbB	0.714
spoVID	spoVR	0.426
spoVID	spoVIF	0.696
spoVID	ylaJ	0.464
spoVID	ylaK	0.522
spoVID	ylbD	0.74
spoVID	ylbJ	0.455
spoVID	yppC	0.62
spoVID	ypeB	0.684
spoVID	yqhR	0.778
spoVID	yqzD	0.64
spoVID	yqgE	0.75
spoVID	yqfX	0.779
spoVID	yqfQ	0.74
spoVID	yqfD	0.65
spoVID	yqfC	0.411
spoVID	yrzR	0.696
spoVID	yrzE	0.787
spoVID	ysxE	0.97
spoVID	ytxC	0.453
spoVID	ytfI	0.586
spoVID	ytrH	0.613
spoVID	ytfJ	0.656
spoVID	ytrI	0.767
spoVID	yutH	0.755
spoVIF	yabQ	0.669
spoVIF	yabS	0.608
spoVIF	yabT	0.533
spoVIF	ydcC	0.661
spoVIF	yhbB	0.491
spoVIF	yitA	0.502
spoVIF	yjbH	0.515
spoVIF	spsE	0.502
spoVIF	yqzD	0.54
spoVIF	yrzE	0.546
spoVIF	ytcA	0.619
spoVIF	spsB	0.636
spoVIF	yqfX	0.653
spoVIF	ysxE	0.672
spoVIF	yutH	0.717
spoVIF	yqhR	0.729
spoVIF	ylbD	0.807
spoVIF	yqfQ	0.883
spoVIF	ytrI	0.768
spoVR	yhbB	0.68
spoVR	yhbH	0.99
spoVR	yrzE	0.407
spoVR	ysxE	0.409
spoVR	yobW	0.459
spoVR	ymfJ	0.47
spoVR	yheD	0.507
spoVR	yodS	0.515
spoVR	ylaK	0.651
spoVT	yabQ	0.439
spoVT	yqfC	0.55
spoVT	ymxH	0.617
spoVT	yfkR	0.631
spoVT	yqfD	0.714
spoVT	ytfJ	0.695
spoVT	ylmC	0.77
spoVT	yfkQ	0.774
spoVT	yndD	0.774
spoVT	ylbJ	0.745
spoVT	yyaC	0.714
spoVT	tepA	0.744
spoVT	yabP	0.865
spsB	yitA	0.502
spsB	yqfQ	0.502
spsB	ytcA	0.64
spsB	spsE	0.899
spsE	ytcA	0.538
spxA	yjbH	0.916
sspF	yrzR	0.436
sspF	ylbJ	0.467
sspF	yqfC	0.493
sspF	ytfJ	0.504
sspF	ymfJ	0.561
sspF	yfkR	0.628
tepA	yabP	0.624
tepA	yfkQ	0.658
tepA	ylbJ	0.757
tepA	ylmC	0.77
tepA	ymxH	0.637
tepA	ytxC	0.406
tepA	ytlA	0.43
tepA	yqgE	0.45
tepA	ytrH	0.452
tepA	ymfJ	0.503
tepA	yndD	0.602
tepA	yqfC	0.616
tepA	yqfD	0.727
tepA	ytfJ	0.756
tepA	yyaC	0.488
usd	yheD	0.567
usd	ylaK	0.501
usd	ysxE	0.518
yaaC	ytaF	0.446
yaaC	yabS	0.457
yaaC	ytrH	0.494
yaaC	yqfQ	0.506
yaaC	yrzR	0.538
yaaC	yqfD	0.559
yaaC	ylaJ	0.576
yaaC	yqhR	0.582
yaaC	ylbD	0.597
yaaC	yppC	0.617
yaaC	ytrI	0.637
yaaC	ytfI	0.69
yaaC	yhbB	0.698
yaaC	yqfX	0.71
yaaC	yrzE	0.754
yaaC	yabQ	0.757
yaaC	ysxE	0.765
yaaC	yutH	0.766
yaaC	yqgE	0.769
yabP	ylbD	0.404
yabP	yfkR	0.42
yabP	ytfJ	0.493
yabP	ymxH	0.547
yabP	ydcC	0.704
yabP	ylmC	0.748
yabP	yndD	0.758
yabP	yfkQ	0.764
yabP	ylbJ	0.712
yabP	yqfD	0.8
yabP	ytaF	0.551
yabP	yabQ	0.977
yabQ	yqzD	0.412
yabQ	yugN	0.459
yabQ	ylaJ	0.465
yabQ	yrzR	0.483
yabQ	ytxC	0.579
yabQ	yppC	0.621
yabQ	ylbD	0.669
yabQ	ylbJ	0.528
yabQ	ytfI	0.693
yabQ	ypeB	0.695
yabQ	yhbB	0.722
yabQ	ytrH	0.726
yabQ	ydcC	0.732
yabQ	ysxE	0.74
yabQ	yqfC	0.574
yabQ	yrzE	0.746
yabQ	yqfQ	0.752
yabQ	yqfX	0.753
yabQ	yutH	0.755
yabQ	ytrI	0.756
yabQ	yqgE	0.76
yabQ	yqhR	0.772
yabQ	yabT	0.777
yabQ	yabS	0.796
yabQ	yqfD	0.679
yabS	ylaK	0.424
yabS	ytlA	0.433
yabS	ysxE	0.505
yabS	ylbJ	0.564
yabS	ytxC	0.572
yabS	yqfX	0.602
yabS	yqfD	0.605
yabS	yqfC	0.613
yabS	ylbD	0.628
yabS	ytfI	0.631
yabS	yutH	0.635
yabS	ydcC	0.677
yabS	yqfQ	0.693
yabS	ytrH	0.703
yabS	ypeB	0.726
yabS	yqgE	0.727
yabS	yhbB	0.751
yabS	yrzE	0.751
yabS	ytrI	0.752
yabS	yqhR	0.771
yabS	yabT	0.986
yabT	yqfF	0.407
yabT	ytxC	0.449
yabT	ylbJ	0.471
yabT	yqfC	0.474
yabT	yqfD	0.499
yabT	ytfI	0.501
yabT	ylbD	0.539
yabT	yutH	0.539
yabT	ydcC	0.572
yabT	ytrH	0.577
yabT	yqfX	0.599
yabT	yqfQ	0.632
yabT	yhbB	0.656
yabT	yqgE	0.656
yabT	ypeB	0.677
yabT	yrzE	0.698
yabT	ytrI	0.724
yabT	yqhR	0.762
ydcC	yrzR	0.445
ydcC	yqgE	0.529
ydcC	yqfQ	0.542
ydcC	ymfJ	0.544
ydcC	ytrI	0.545
ydcC	ypeB	0.561
ydcC	ytrH	0.579
ydcC	ylbD	0.672
ydcC	yqhR	0.674
ydcC	yqfX	0.682
ydcC	yhbB	0.746
ydcC	yrzE	0.747
ydcC	yqfD	0.695
ydfR	ytfJ	0.408
yfkQ	yfkT	0.945
yfkQ	yfkR	0.979
yfkQ	yyaC	0.562
yfkQ	yqfC	0.605
yfkQ	ytfJ	0.652
yfkQ	ylbJ	0.686
yfkQ	yqfD	0.704
yfkQ	ylmC	0.749
yfkR	yfkT	0.948
yfkR	ytaF	0.452
yfkR	yyaC	0.463
yfkR	ylbJ	0.574
yfkR	yqfC	0.609
yfkR	ytfJ	0.638
yfkR	yndD	0.78
yfkT	yyaC	0.434
yfkT	yhcN	0.422
yfkT	yqfC	0.6
yfkT	yndD	0.772
yhbB	yqfQ	0.436
yhbB	yqfX	0.478
yhbB	yqgE	0.524
yhbB	ylaK	0.53
yhbB	yqhR	0.575
yhbB	yrzE	0.679
yhbB	ypeB	0.7
yhbB	yqfD	0.702
yhbB	ysxE	0.601
yhbB	yutH	0.628
yhbB	yhbH	0.73
yhbH	yhcB	0.416
yhbH	ysxE	0.491
yhbH	ymfJ	0.493
yhbH	ylaK	0.66
yhcN	yrzR	0.524
yhcN	ypeB	0.543
yhcN	yqfX	0.62
yhcN	ymfJ	0.677
yhcN	ylaJ	0.674
yheD	yppC	0.414
yheD	yqgE	0.418
yheD	yrzR	0.426
yheD	ylaJ	0.471
yheD	ytfI	0.576
yheD	ysxE	0.687
yitA	yqfQ	0.501
yitA	ytlA	0.695
yitA	ytcA	0.75
yizD	yjbH	0.438
yizD	yjbI	0.469
yjbH	yuzO	0.499
yjbH	yqhR	0.504
yjbH	yqfQ	0.516
yjbH	ylbD	0.526
yjbH	yqzD	0.541
yjbH	yjbK	0.593
yjbH	ytrI	0.621
yjbH	yjbI	0.977
yjbK	yqzD	0.419
yjbK	ylbD	0.554
ylaJ	yutH	0.431
ylaJ	yugN	0.444
ylaJ	ymfJ	0.454
ylaJ	ytrH	0.482
ylaJ	ysxE	0.516
ylaJ	yppC	0.543
ylaJ	yqfX	0.572
ylaJ	ylaK	0.597
ylaJ	yqgE	0.672
ylaJ	ypeB	0.646
ylaK	ytfJ	0.501
ylaK	ysxE	0.592
ylbD	ytaF	0.433
ylbD	ytcA	0.502
ylbD	ywrJ	0.499
ylbD	ytxC	0.567
ylbD	yqgE	0.626
ylbD	yrzE	0.701
ylbD	yqfX	0.719
ylbD	yqzD	0.743
ylbD	yqhR	0.767
ylbD	ytrI	0.77
ylbD	ysxE	0.629
ylbD	yqfQ	0.823
ylbD	yutH	0.751
ylbD	ylbE	0.934
ylbJ	yqhR	0.438
ylbJ	yrzE	0.443
ylbJ	ypeB	0.544
ylbJ	ytfI	0.591
ylbJ	yrzR	0.595
ylbJ	ytaF	0.6
ylbJ	ytrI	0.442
ylbJ	ytxC	0.632
ylbJ	yndD	0.669
ylbJ	yyaC	0.752
ylbJ	ylmC	0.77
ylbJ	ymxH	0.772
ylbJ	ytfJ	0.777
ylbJ	ytrH	0.685
ylbJ	yqfD	0.789
ylbJ	yqfC	0.805
ylmC	yqfC	0.546
ylmC	yndD	0.704
ylmC	yqfD	0.736
ylmC	ytfJ	0.682
ylmC	ymxH	0.756
ylmC	ytaF	0.449
ymfJ	ytaF	0.402
ymfJ	ypeB	0.42
ymfJ	yqgE	0.464
ymfJ	yrzR	0.608
ymfJ	ytrH	0.665
ymfJ	yqfX	0.759
ymxH	ytfI	0.404
ymxH	yrzR	0.425
ymxH	ysxE	0.522
ymxH	yqfC	0.64
ymxH	ytfJ	0.728
yndD	yyaC	0.589
yndD	ytfJ	0.594
yndD	yqfC	0.652
yndD	yqfD	0.7
ypeB	ytrI	0.444
ypeB	yutH	0.451
ypeB	ytfI	0.507
ypeB	yrzR	0.509
ypeB	yqgE	0.552
ypeB	yrzE	0.575
ypeB	yqfC	0.601
ypeB	yqhR	0.601
ypeB	yqfD	0.613
ypeB	ytrH	0.614
ypeB	yqfX	0.642
ypeB	ytfJ	0.605
ypjA	ypjB	0.817
yppC	yrzR	0.412
yppC	ytrI	0.42
yppC	yutH	0.465
yppC	ysxE	0.493
yppC	yqfX	0.538
yppC	yrzE	0.55
yppC	yugN	0.599
yppC	yqgE	0.758
yqeZ	yqfF	0.452
yqeZ	yqfD	0.572
yqeZ	yqfC	0.6
yqeZ	yqfB	0.926
yqeZ	yqfA	0.997
yqfA	yqfF	0.473
yqfA	yqfD	0.604
yqfA	yqfC	0.63
yqfA	yqfB	0.975
yqfB	yqfF	0.502
yqfB	yqfD	0.646
yqfB	yqfC	0.674
yqfC	yqhR	0.421
yqfC	yqgE	0.457
yqfC	yqfX	0.464
yqfC	yqfF	0.662
yqfC	yqfD	0.992
yqfC	ysxE	0.451
yqfC	yutH	0.481
yqfC	ytlA	0.485
yqfC	ytaF	0.536
yqfC	yrzR	0.611
yqfC	ytrI	0.409
yqfC	ytfJ	0.696
yqfC	ytxC	0.735
yqfC	yyaC	0.736
yqfC	ytfI	0.794
yqfC	ytrH	0.68
yqfD	yqhR	0.595
yqfD	yqgE	0.464
yqfD	yqfX	0.546
yqfD	yqfQ	0.422
yqfD	yqfF	0.618
yqfD	yrzR	0.455
yqfD	ytlA	0.465
yqfD	ytfI	0.475
yqfD	yrzE	0.531
yqfD	yutH	0.647
yqfD	ytfJ	0.648
yqfD	ytaF	0.654
yqfD	ysxE	0.655
yqfD	ytrI	0.565
yqfD	ytrH	0.62
yqfQ	yqhR	0.76
yqfQ	yqzD	0.7
yqfQ	yqgE	0.618
yqfQ	yqfX	0.648
yqfQ	ytxC	0.414
yqfQ	ytlA	0.571
yqfQ	ytcA	0.669
yqfQ	yrzE	0.716
yqfQ	ysxE	0.743
yqfQ	yutH	0.764
yqfQ	ytrI	0.769
yqfX	yqhR	0.774
yqfX	yqzD	0.438
yqfX	yqgE	0.738
yqfX	yugN	0.468
yqfX	ytfI	0.601
yqfX	ytrH	0.637
yqfX	yrzE	0.722
yqfX	ytrI	0.752
yqfX	ysxE	0.756
yqfX	yutH	0.761
yqfX	yrzR	0.82
yqgE	yqhR	0.766
yqgE	ytaF	0.54
yqgE	ytfI	0.593
yqgE	ytrH	0.607
yqgE	yugN	0.633
yqgE	yrzR	0.664
yqgE	ysxE	0.736
yqgE	ytrI	0.746
yqgE	yutH	0.751
yqgE	yrzE	0.762
yqhR	ytfI	0.437
yqhR	yugN	0.447
yqhR	ytaF	0.551
yqhR	ytxC	0.56
yqhR	ysxE	0.605
yqhR	yrzR	0.666
yqhR	yqzD	0.666
yqhR	ytrH	0.715
yqhR	yutH	0.729
yqhR	yrzE	0.757
yqhR	ytrI	0.774
yqzD	yrzE	0.489
yqzD	ytxC	0.527
yqzD	yutH	0.581
yqzD	ytrI	0.712
yrzE	yrzR	0.631
yrzE	ytaF	0.525
yrzE	ytrH	0.645
yrzE	ytfI	0.661
yrzE	yutH	0.748
yrzE	ytrI	0.76
yrzE	ysxE	0.766
yrzR	ytrI	0.402
yrzR	ytfJ	0.448
yrzR	ytrH	0.574
yrzR	ytfI	0.621
yrzR	ytaF	0.672
ysxE	ytaF	0.443
ysxE	ytxC	0.495
ysxE	ytfI	0.547
ysxE	ytfJ	0.649
ysxE	ytrI	0.77
ysxE	yutH	0.779
ytaF	ytxC	0.429
ytaF	ytfJ	0.465
ytaF	ytfI	0.508
ytaF	ytrI	0.543
ytaF	ytrH	0.662
ytcA	ytlA	0.68
ytcA	ywrJ	0.521
ytfI	ytxC	0.53
ytfI	ytrH	0.706
ytfI	ytrI	0.523
ytfI	ytfJ	0.973
ytfI	yyaC	0.433
ytfI	yutH	0.516
ytfJ	ytxC	0.518
ytlA	ytxC	0.487
ytrH	ytrI	0.952
ytrI	ytxC	0.586
ytrI	yugN	0.552
ytrI	yutH	0.774
ytxC	yyaC	0.542
ytxC	yutH	0.726
